"Feature.ID","Feature.Name","Feature.Class","wt_rep_1","wt_rep_2","piwi_rep_1","piwi_rep_2"
"Gene:WBGene00022375","Y94H6A.2","unk",67.5,54.5,34.67,53.83
"Gene:WBGene00022376","Y94H6A.3","CSR",510,444,298,351
"Gene:WBGene00022377","Y94H6A.4, gpx-4","WAGO",2657.57,3023.08,1710.43,2353.16
"Gene:WBGene00022378","Y94H6A.5","CSR",926.26,902.47,609.3,870.97
"Gene:WBGene00022379","Y94H6A.7","WAGO",980.63,1001.16,132.18,162.54
"Gene:WBGene00022380","Y94H6A.8","unk",219.07,252.83,112.19,98.96
"Gene:WBGene00022381","Y94H6A.9, ubxn-2","CSR",344.25,273.1,330.19,353.83
"Gene:WBGene00022382","Y94H6A.10","WAGO",10840,12691,7480,9516
"Gene:WBGene00022384","Y95B8A.3","WAGO",338.09,354.99,187.78,244.94
"Gene:WBGene00022385","Y95B8A.4","ALG",4617.9,5014.79,95.35,108.73
"Gene:WBGene00022386","Y95B8A.6","unk",169.37,156.3,173.41,209.67
"Gene:WBGene00022388","Y95B8A.8","unk",444.56,497.72,363.52,478.48
"Gene:WBGene00022389","Y95B8A.10, pde-6","unk",108.74,93.33,113.44,106.71
"Gene:WBGene00022390","Y95B8A.11, him-19","CSR",254.09,211.6,221.04,313.53
"Gene:WBGene00022391","Y95B8A.12, prhg-1","unk",234.73,166.84,79.78,88
"Gene:WBGene00022392","Y97E10AL.1","unk",8.32,16.92,2.58,6.66
"Gene:WBGene00022393","Y97E10AL.2, abhd-12","unk",825,804.12,251,315.5
"Gene:WBGene00022394","Y97E10AL.3, natb-1","CSR",119,113,110,125
"Gene:WBGene00022395","Y97E10AM.1, ceh-76","unk",3,0,0,0
"Gene:WBGene00022396","Y97E10AR.1","unk",6.8,10.4,1.37,3.2
"Gene:WBGene00022397","Y97E10AR.2","unk",2.16,0,0.29,1.54
"Gene:WBGene00022398","Y97E10AR.3","CSR",165,170,93,118
"Gene:WBGene00022399","Y97E10AR.4","CSR",639,611,570,810
"Gene:WBGene00022400","Y97E10AR.5, rpb-9","unk",935,834,581,769.33
"Gene:WBGene00022401","Y97E10AR.6","CSR",342,385,235,343
"Gene:WBGene00022402","Y97E10AR.7, lmtr-2","CSR",112,75,98,146
"Gene:WBGene00022403","Y97E10B.1","unk",0.5,0.58,3.5,0.33
"Gene:WBGene00022404","Y97E10B.2, srsx-5","unk",1,0,0.5,0.5
"Gene:WBGene00022405","Y97E10B.3, srsx-6","unk",0.53,0,0,1
"Gene:WBGene00022406","Y97E10B.4, srsx-7","unk",0,0.5,0.17,0
"Gene:WBGene00022407","Y97E10B.8, srsx-4","unk",0,0,0,0
"Gene:WBGene00022408","Y97E10B.9, srsx-3","unk",1,0.5,0,2.5
"Gene:WBGene00022409","Y97E10B.10, srt-53","unk",12.67,6,0,2.33
"Gene:WBGene00022410","Y97E10C.1","unk",24,21.57,16,32.5
"Gene:WBGene00022411","Y102A11A.1","unk",7.35,10.19,4,9.02
"Gene:WBGene00022412","Y102A11A.2","unk",48.51,56.25,38.67,52.66
"Gene:WBGene00022413","Y102A11A.3","WAGO",373,410,408,512
"Gene:WBGene00022414","Y102A11A.4","WAGO",586.76,649.06,1102.48,1424.41
"Gene:WBGene00022415","Y102A11A.5","unk",2.5,8.01,0.5,0.04
"Gene:WBGene00022416","Y102A11A.6","WAGO",1214.1,1039.25,16,14.09
"Gene:WBGene00022417","Y102A11A.7","unk",19,16.9,0,4.01
"Gene:WBGene00022418","Y102A11A.8, igcm-4","unk",14.78,23.97,16.16,31.37
"Gene:WBGene00022419","Y102A11A.9","unk",23.42,26.98,15.19,13.49
"Gene:WBGene00022420","Y102E9.2, wdr-4","WAGO",941.5,967.5,138.5,159.5
"Gene:WBGene00022421","Y102E9.3","unk",2,1,0,3
"Gene:WBGene00022423","Y104H12A.1, nhr-41","unk",209.94,293.95,183.91,185.02
"Gene:WBGene00022425","Y104H12BR.1, plst-1","CSR",294.25,311.75,278.5,363.75
"Gene:WBGene00022426","Y104H12D.2","CSR",98.81,135.2,60.58,104.02
"Gene:WBGene00022427","Y104H12D.3, spl-3","CSR",638.25,549.72,523.39,739.65
"Gene:WBGene00022428","Y104H12D.4","unk",492.24,502.7,422.5,515.51
"Gene:WBGene00022429","Y108F1.1","unk",21.61,26.22,32.17,31.29
"Gene:WBGene00022430","Y108F1.2","unk",20.16,29.01,357.69,481.98
"Gene:WBGene00022431","Y108F1.3, set-33","unk",790.67,812.47,1262.49,1722.7
"Gene:WBGene00022432","Y108F1.4, math-43","WAGO",312.83,321.17,84.33,119.83
"Gene:WBGene00022433","Y108F1.5","unk",22.8,31.47,24.24,28.17
"Gene:WBGene00022434","Y108G3AL.2","CSR",504.05,469.81,112.35,141.03
"Gene:WBGene00022435","Y108G3AL.3, cfap-36","unk",409.74,450.38,250.37,294.43
"Gene:WBGene00022438","Y110A2AL.1","WAGO",5964,6676,38,27
"Gene:WBGene00022439","Y110A2AL.2","unk",3,8,1.08,3.33
"Gene:WBGene00022440","Y110A2AL.3","unk",55,33,3,0
"Gene:WBGene00022441","Y110A2AL.4","WAGO",1677.65,1622.77,40.64,51.36
"Gene:WBGene00022442","Y110A2AL.5","unk",6,8.33,0,0
"Gene:WBGene00022443","Y110A2AL.6","WAGO",1,0,0,0
"Gene:WBGene00022444","Y110A2AL.7","unk",16,21,0,5
"Gene:WBGene00022445","Y110A2AL.9","unk",6,9.25,4,0
"Gene:WBGene00022446","Y110A2AL.10","WAGO",7570,8027,61,62
"Gene:WBGene00022447","Y110A2AL.12, pigw-1","unk",245.38,243.34,338.05,423.87
"Gene:WBGene00022448","Y110A2AL.13, pinn-1","CSR",145,131,138,175
"Gene:WBGene00022450","Y110A2AM.3, ubc-26","WAGO",398.6,453.5,3411.5,4280.07
"Gene:WBGene00022452","Y110A2AR.1","unk",668.14,623,456.58,534.33
"Gene:WBGene00022453","Y110A2AR.3, ncap-1","CSR",388,410,378,507
"Gene:WBGene00022454","Y110A7A.2, trf-2","unk",59.43,68.23,17.41,24.21
"Gene:WBGene00022455","Y110A7A.4, tyms-1","CSR",75,72,65,103
"Gene:WBGene00022456","Y110A7A.6, pfkb-1.1","CSR",205.17,204,138,158
"Gene:WBGene00022457","Y110A7A.7","unk",79,77,23.2,55.12
"Gene:WBGene00022458","Y110A7A.8, prp-31","CSR",696,637,476,673
"Gene:WBGene00022459","Y110A7A.9","WAGO",1809.17,1969.85,279.22,316.24
"Gene:WBGene00022460","Y110A7A.11, use-1","unk",245,282.25,117,206
"Gene:WBGene00022462","Y110A7A.15","CSR",758,707.5,580,817
"Gene:WBGene00022463","Y110A7A.16, elpc-1","CSR",513,540,292,378
"Gene:WBGene00022465","Y110A7A.20, ift-20","unk",38,37.01,4.09,11.67
"Gene:WBGene00022466","Y119C1A.1","unk",1002,1161.17,1167.83,1575.33
"Gene:WBGene00022467","Y119C1B.1","ALG",1,1,7,15
"Gene:WBGene00022469","Y119C1B.3","unk",2.03,5.5,0,1.5
"Gene:WBGene00022470","Y119C1B.4, mrpl-19","CSR",251.02,237,164,216
"Gene:WBGene00022471","Y119C1B.5, rnf-145","CSR",16.12,21.25,11,17
"Gene:WBGene00022472","Y119C1B.6","unk",0,0,0,0
"Gene:WBGene00022473","Y119C1B.8, bet-1","unk",1488.44,1636.46,696.6,895.8
"Gene:WBGene00022474","Y119C1B.9, zig-9","unk",3.75,8,0,0.5
"Gene:WBGene00022475","Y119C1B.10","unk",61.01,79,16,15.33
"Gene:WBGene00022476","Y119D3A.1, fbxa-75","unk",3.85,3.39,1.46,1.88
"Gene:WBGene00022477","Y119D3A.2, fbxa-28","unk",5.84,5.03,1.9,3.34
"Gene:WBGene00022478","Y119D3A.3, fbxa-35","unk",1.42,5.25,1.75,2.32
"Gene:WBGene00022479","Y119D3A.4, fbxa-36","unk",17.83,20.67,4.5,13.38
"Gene:WBGene00022480","Y119D3A.5","WAGO",336.95,353.31,187.44,244.08
"Gene:WBGene00022481","Y119D3B.3, srz-9","unk",0.02,0.5,0.62,0.18
"Gene:WBGene00022482","Y119D3B.4, fbxa-208","unk",301.64,373.52,7.02,4.66
"Gene:WBGene00022483","Y119D3B.5, srz-8","unk",0.02,0.5,0.62,0.18
"Gene:WBGene00022484","Y119D3B.6, fbxa-77","unk",325.14,420.96,11,5
"Gene:WBGene00022485","Y119D3B.7, fbxa-63","WAGO",1451.94,1402.83,28.67,34
"Gene:WBGene00022486","Y119D3B.8, fbxa-61","WAGO",1495.39,1732.64,631.61,889.96
"Gene:WBGene00022487","Y119D3B.9, fbxa-21","unk",14,24,6,5
"Gene:WBGene00022488","Y119D3B.11, orc-3","CSR",318,343.12,299,412.5
"Gene:WBGene00022489","Y119D3B.12","CSR",378,412.5,293.5,334
"Gene:WBGene00022490","Y119D3B.13","unk",3.75,4.23,7.81,6.26
"Gene:WBGene00022491","Y119D3B.14","unk",423.9,378.83,318.11,400.75
"Gene:WBGene00022492","Y119D3B.15, dss-1","unk",158.85,135.34,125.17,117.18
"Gene:WBGene00022493","Y119D3B.16, mrpl-45","CSR",1106.03,1050.07,405.55,620.04
"Gene:WBGene00022494","Y119D3B.18, fbxa-91","unk",35.5,33.5,6.5,7.5
"Gene:WBGene00022495","Y119D3B.19, fbxa-78","unk",0.5,0.5,0.02,0.26
"Gene:WBGene00022496","Y119D3B.20, fbxa-92","unk",29.5,30.5,5.5,6
"Gene:WBGene00022497","Y119D3B.21","unk",119,133,15,17
"Gene:WBGene00022498","ZC8.1, hsd-2","unk",3,5,0,1
"Gene:WBGene00022499","ZC8.3, set-30","unk",70.97,96.06,12.41,14.22
"Gene:WBGene00022500","ZC8.4, lfi-1","unk",118.72,133.33,123.93,132.65
"Gene:WBGene00022501","ZC8.6","WAGO",180.09,205.37,34.01,28.38
"Gene:WBGene00022502","ZC13.1","CSR",39,42,23,22
"Gene:WBGene00022503","ZC13.2","unk",1,2,2.01,6.83
"Gene:WBGene00022504","ZC13.3, mam-1","unk",13.43,6.24,2.23,3.69
"Gene:WBGene00022505","ZC21.3","unk",3.5,4.36,2.19,2.57
"Gene:WBGene00022506","ZC21.6","unk",0.01,1,1.72,1.11
"Gene:WBGene00022507","ZC21.8","ALG",3,3,41,63
"Gene:WBGene00022508","ZC53.1","WAGO",619,587,12,9
"Gene:WBGene00022509","ZC53.2","unk",0,0,0,0
"Gene:WBGene00022510","ZC53.3","WAGO",201.93,204.59,149.15,194.4
"Gene:WBGene00022511","ZC53.4","WAGO",2.63,1.56,1.08,4.51
"Gene:WBGene00022512","ZC53.6, dot-1.5","WAGO",12125.01,12814,97,85
"Gene:WBGene00022514","ZC64.1","WAGO",188.17,208.4,434.87,541.02
"Gene:WBGene00022515","ZC64.2, ttr-48","unk",0,1,4,3
"Gene:WBGene00022516","ZC97.1, mtx-2","unk",151,180.5,69,76
"Gene:WBGene00022517","ZC123.1","unk",4110.03,4270.54,3289.61,4025.78
"Gene:WBGene00022518","ZC123.3, zfh-2","CSR",50.79,56.65,50.97,69.99
"Gene:WBGene00022519","ZC123.4","WAGO",1013.23,1192.59,15388.06,20036.36
"Gene:WBGene00022520","ZC132.1","WAGO",308.4,322.09,172.26,223.35
"Gene:WBGene00022521","ZC132.2","unk",2128.14,2719.73,1081.49,1370.49
"Gene:WBGene00022522","ZC132.3","unk",1,4,0,3.5
"Gene:WBGene00022523","ZC132.4","ERGO",920,1270.5,386,473.75
"Gene:WBGene00022524","ZC132.5","unk",64.5,79.27,30.12,30.02
"Gene:WBGene00022526","ZC132.8","unk",3.14,0.11,0,0.02
"Gene:WBGene00022527","ZC132.9","unk",0.29,0.28,0.39,0.46
"Gene:WBGene00022528","ZC142.1, srt-13","unk",36.3,33.28,21.58,10.95
"Gene:WBGene00022529","ZC142.2, srt-14","unk",7.66,5.21,8.92,8.27
"Gene:WBGene00022530","ZC155.2","ALG",7,0,7,18
"Gene:WBGene00022531","ZC155.3, morc-1","CSR",4141,4295,3827,5223
"Gene:WBGene00022532","ZC155.4","unk",260.89,267.67,71.84,100.17
"Gene:WBGene00022533","ZC155.5, cutl-19","unk",2.33,6,2.33,0.67
"Gene:WBGene00022534","ZC155.7, syx-16","CSR",266,258,127,165
"Gene:WBGene00022536","ZC178.2","unk",89.09,95.95,477.15,622.65
"Gene:WBGene00022537","ZC190.2","unk",0.5,0,7,6
"Gene:WBGene00022538","ZC190.4","unk",9.53,19.08,27,31.33
"Gene:WBGene00022539","ZC190.5","unk",0,0,0,0.5
"Gene:WBGene00022540","ZC190.6","unk",0,0,0,0
"Gene:WBGene00022541","ZC190.7","ALG",5,1,19,32
"Gene:WBGene00022542","ZC190.8","ALG",1,0,13,13
"Gene:WBGene00022544","ZC190.10","unk",144.36,149.59,119.44,144.71
"Gene:WBGene00022545","ZC196.1","unk",1.67,2,1,1.83
"Gene:WBGene00022546","ZC196.2","unk",3.67,5.89,1.61,2.53
"Gene:WBGene00022547","ZC196.3","unk",0,0.5,0.5,0
"Gene:WBGene00022548","ZC196.4","unk",1,1,1.5,4.17
"Gene:WBGene00022549","ZC196.5","unk",51,55.17,36,86.11
"Gene:WBGene00022550","ZC196.6, droe-8","unk",0.5,0.5,0,1.23
"Gene:WBGene00022551","ZC196.8","unk",0,0.33,0.33,0
"Gene:WBGene00022552","ZC196.9","unk",1.5,3.65,2.17,3.56
"Gene:WBGene00022553","ZC204.1","unk",6,8.24,9.87,6.38
"Gene:WBGene00022554","ZC204.2, duxl-1","unk",197.19,229.21,1125,1328.5
"Gene:WBGene00022555","ZC204.3, btb-12","WAGO",463,539,4,5
"Gene:WBGene00022556","ZC204.6","unk",4.38,6.75,4,11.5
"Gene:WBGene00022557","ZC204.7, fbxb-15","unk",327.17,279.5,70.33,102.83
"Gene:WBGene00022558","ZC204.8, fbxb-21","unk",157.25,160,23,46.5
"Gene:WBGene00022559","ZC204.9, fbxb-20","WAGO",1387.5,1343.25,30,41
"Gene:WBGene00022560","ZC204.10, fbxb-16","unk",1062.5,1152.12,82.17,156
"Gene:WBGene00022561","ZC204.11, btb-13","unk",145,236,12,7
"Gene:WBGene00022562","ZC204.12","unk",31,30.5,23,24.5
"Gene:WBGene00022563","ZC204.13","unk",19.5,23.5,25,14.5
"Gene:WBGene00022564","ZC204.14","WAGO",743.02,834.51,381.24,520.08
"Gene:WBGene00022565","ZC239.2","unk",2,3.5,0,0
"Gene:WBGene00022566","ZC239.3","unk",3.5,7.5,0,0
"Gene:WBGene00022567","ZC239.4","unk",0,0,0,0
"Gene:WBGene00022568","ZC239.5","unk",38.72,41.22,1.04,10
"Gene:WBGene00022569","ZC239.6","WAGO",195.75,217.28,0,1.5
"Gene:WBGene00022570","ZC239.12, sdz-35","unk",4.04,8,1,2
"Gene:WBGene00022571","ZC239.13","unk",2,1,0,0.5
"Gene:WBGene00022572","ZC239.14","unk",0,0,0,0
"Gene:WBGene00022573","ZC239.15","unk",8.64,7.03,6.44,11.64
"Gene:WBGene00022574","ZC239.16","unk",3.5,3.5,4.5,6
"Gene:WBGene00022575","ZC239.17","unk",0,0,1,0
"Gene:WBGene00022576","ZC250.2","unk",7.45,9.37,7.69,14.45
"Gene:WBGene00022577","ZC250.3, nstp-3","unk",1.5,2,3,1.94
"Gene:WBGene00022578","ZC262.1","ALG",1.17,0.67,4.17,8.83
"Gene:WBGene00022579","ZC262.2","unk",643.5,696.7,190.17,271.17
"Gene:WBGene00022580","ZC262.3, iglr-2","ALG",369,466.5,253,301
"Gene:WBGene00022581","ZC262.4","unk",21,21.5,21.5,13.5
"Gene:WBGene00022582","ZC262.5","unk",17.5,20.5,2.5,0
"Gene:WBGene00022583","ZC262.8, mrps-18A","CSR",496,498,122,91.5
"Gene:WBGene00022584","ZC266.1","unk",82.93,69.11,18.88,22.81
"Gene:WBGene00022586","ZC308.4","CSR",110,103,36,62
"Gene:WBGene00022587","ZC317.1","unk",1436.5,1307.17,904.5,1102.83
"Gene:WBGene00022588","ZC317.2","unk",0,1,0,0
"Gene:WBGene00022589","ZC317.6","WAGO",382.21,433.05,3993.54,5035.12
"Gene:WBGene00022590","ZC317.7","CSR",241.5,282,152,208
"Gene:WBGene00022591","ZC328.1, cuti-1","unk",11.5,15.5,1,0
"Gene:WBGene00022592","ZC328.2, klu-2","unk",84.23,72.29,37.69,60.74
"Gene:WBGene00022593","ZC328.3","unk",130.25,157,66,85.7
"Gene:WBGene00022594","ZC328.5","unk",62,81.02,2,2
"Gene:WBGene00022596","ZC395.4","ALG",0,0,14,8
"Gene:WBGene00022597","ZC395.5","unk",12,8.52,8.5,12
"Gene:WBGene00022598","ZC395.8, ztf-8","CSR",1046,1147,863,1166
"Gene:WBGene00022599","ZC395.10, daf-41","ALG",923,891,771,826
"Gene:WBGene00022600","ZC395.11","unk",0.13,0.02,0.02,0.13
"Gene:WBGene00022601","ZC404.1","WAGO",319.7,383,0,4
"Gene:WBGene00022603","ZC404.9, gck-2","CSR",1423,1371,878,1187
"Gene:WBGene00022604","ZC404.10, dmsr-10","unk",0,0,0,0
"Gene:WBGene00022605","ZC404.11, dmsr-11","unk",1,0.04,0,1
"Gene:WBGene00022606","ZC404.13, dmsr-9","unk",0,0,0,0
"Gene:WBGene00022608","ZC416.1, madf-9","WAGO",2154.45,2497.1,35.26,26.05
"Gene:WBGene00022609","ZC416.2","unk",12,16.5,2.5,0.82
"Gene:WBGene00022610","ZC416.6, ltah-1.2","unk",4.5,5,8.22,2
"Gene:WBGene00022611","ZC449.1","unk",53.44,39.67,0.62,3.55
"Gene:WBGene00022612","ZC449.2","unk",10.42,12.36,4.64,6.3
"Gene:WBGene00022613","ZC449.3, sek-3","CSR",30,29,31,55
"Gene:WBGene00022614","ZC449.4","unk",6.53,9.19,0.03,5.69
"Gene:WBGene00022615","ZC449.5","unk",3.95,6.34,3,3.78
"Gene:WBGene00022616","ZC449.6, hsd-3","unk",1,1.5,8,10
"Gene:WBGene00022617","ZC477.2","unk",3,1,2,3
"Gene:WBGene00022618","ZC477.3","CSR",219,280,169,197
"Gene:WBGene00022619","ZC477.4","unk",0.54,0.85,0.04,0.07
"Gene:WBGene00022620","ZC477.5, rde-8","unk",433.1,420.54,126.39,139.6
"Gene:WBGene00022621","ZC477.7","ALG",0,0,4,4.33
"Gene:WBGene00022622","ZC477.10","unk",6,9.63,3.03,6
"Gene:WBGene00022623","ZC487.1","unk",52.7,43.03,2.5,16.52
"Gene:WBGene00022624","ZC487.2","unk",0,0,1.5,1.5
"Gene:WBGene00022627","ZC513.2","unk",51.76,54.51,6.46,5.14
"Gene:WBGene00022628","ZC513.3","ALG",0,0,3,7
"Gene:WBGene00022629","ZC513.5, algn-12","CSR",210.6,234.46,114.21,148.04
"Gene:WBGene00022630","ZC513.10, fbxa-223","unk",3,2,0,0.5
"Gene:WBGene00022631","ZC581.1, nekl-2","unk",0.12,7,0,0
"Gene:WBGene00022632","ZC581.2","ALG",1.12,0,1,0
"Gene:WBGene00022633","ZC581.3","unk",2.4,3.2,3.51,1.72
"Gene:WBGene00022634","ZC581.7","ALG",1,2,6,9
"Gene:WBGene00022635","ZC581.9","unk",30.4,38.21,40.7,62.93
"Gene:WBGene00022636","ZK6.1, nhr-278","unk",3.66,6,0.51,1.17
"Gene:WBGene00022637","ZK6.2, nhr-252","unk",2.66,2,0.01,0.17
"Gene:WBGene00022638","ZK6.3, scl-27","unk",390.8,491.07,14.25,21
"Gene:WBGene00022639","ZK6.4, nhr-253","unk",410.57,376.91,10.2,12.8
"Gene:WBGene00022640","ZK6.5, nhr-254","unk",471.8,541.73,15.5,27.51
"Gene:WBGene00022641","ZK6.6","unk",25.17,42.09,61.47,44.53
"Gene:WBGene00022642","ZK6.7, lipl-5","unk",44.1,49.33,19.12,17
"Gene:WBGene00022643","ZK6.8","unk",34.5,36.23,7,4
"Gene:WBGene00022644","ZK6.10, dod-19","unk",66.92,62.27,23.21,18.28
"Gene:WBGene00022645","ZK6.11","unk",25.33,22.52,25,25
"Gene:WBGene00022646","ZK40.1, acl-9","ALG",3,0,6,3
"Gene:WBGene00022647","ZK54.1, slc-17.1","unk",33,20,4,14
"Gene:WBGene00022648","ZK54.3","unk",1.58,9.33,3.17,1.33
"Gene:WBGene00022649","ZK84.1","unk",5,5,6.69,10.54
"Gene:WBGene00022650","ZK84.2","ALG",1,0,3,10
"Gene:WBGene00022651","ZK84.4","unk",129.42,130.42,48.35,47.7
"Gene:WBGene00022652","ZK84.5","unk",0,2,4,3
"Gene:WBGene00022653","ZK105.1","unk",0,0.5,1,0
"Gene:WBGene00022654","ZK105.3","unk",8.62,10.37,2.67,13.01
"Gene:WBGene00022655","ZK105.4, srsx-40","unk",9.1,1.05,0.13,0.74
"Gene:WBGene00022656","ZK105.5","unk",0,0,0,0.83
"Gene:WBGene00022657","ZK105.6","unk",0.5,1.07,2,0
"Gene:WBGene00022658","ZK105.7, srh-188","unk",0,0,2.5,1
"Gene:WBGene00022660","ZK112.4","unk",13,6,2,0
"Gene:WBGene00022661","ZK112.5","unk",18.5,21.41,8,7.25
"Gene:WBGene00022662","ZK112.6","unk",0,0,0,2
"Gene:WBGene00022663","ZK121.1, glrx-21","CSR",53.5,59,45.5,51.5
"Gene:WBGene00022664","ZK121.2","unk",7.09,7,0.01,9.5
"Gene:WBGene00022665","ZK154.1","unk",0.25,0,0.5,1.75
"Gene:WBGene00022666","ZK154.4","unk",38.82,49,10.5,11
"Gene:WBGene00022667","ZK154.5","CSR",219,253,95,143
"Gene:WBGene00022668","ZK154.6","unk",9.5,9.67,16.58,23.71
"Gene:WBGene00022669","ZK177.1","CSR",81,67,53,102
"Gene:WBGene00022670","ZK177.2","WAGO",128.08,148.92,5,6.42
"Gene:WBGene00022671","ZK177.3","unk",2.5,2.75,3,2.42
"Gene:WBGene00022672","ZK177.4, npp-24","CSR",225,214.83,181,230.83
"Gene:WBGene00022673","ZK177.8","ALG",0,0,2,2
"Gene:WBGene00022674","ZK177.9","unk",1,5,189.75,286.42
"Gene:WBGene00022675","ZK180.1, gbb-2","unk",25.11,26.89,13.59,14.9
"Gene:WBGene00022677","ZK180.3, rfth-1","unk",481.85,448.98,107.21,126.96
"Gene:WBGene00022678","ZK180.4, sar-1","ALG",339,364,442,558.5
"Gene:WBGene00022679","ZK180.5","unk",1,3.17,1.67,2.5
"Gene:WBGene00022680","ZK180.6","unk",25.2,21.73,2.08,0
"Gene:WBGene00022681","ZK185.1","unk",339.28,401.52,243.97,268.89
"Gene:WBGene00022682","ZK185.2","WAGO",1435.23,1556.1,964.06,1209.57
"Gene:WBGene00022683","ZK185.3","unk",4,0.33,5,1.83
"Gene:WBGene00022684","ZK250.1","unk",21.75,41.22,1877.76,2544.11
"Gene:WBGene00022685","ZK250.2","WAGO",1422,1498.75,3169.75,4084.75
"Gene:WBGene00022686","ZK250.3","WAGO",929.83,1118.42,5410.42,7435.75
"Gene:WBGene00022687","ZK250.4","WAGO",1854.88,1903.94,1610.28,2074.08
"Gene:WBGene00022688","ZK250.5, math-47","WAGO",0,0,0,0
"Gene:WBGene00022689","ZK250.6, math-48","WAGO",0,0,0,0
"Gene:WBGene00022690","ZK250.7, math-49","WAGO",0.14,4.32,0,0.02
"Gene:WBGene00022691","ZK250.8, math-50","WAGO",2.03,2.68,0,0
"Gene:WBGene00022692","ZK250.9","WAGO",23.75,29.21,233.42,321.42
"Gene:WBGene00022693","ZK250.10","WAGO",17.87,20.28,0.87,1
"Gene:WBGene00022694","ZK328.4, gcna-1","unk",404,441.5,255,286.9
"Gene:WBGene00022695","ZK328.6","unk",2,13,0,0.29
"Gene:WBGene00022696","ZK328.7, ift-139","unk",12.24,7.1,17.17,7.33
"Gene:WBGene00022697","ZK353.1, cyy-1","WAGO",613,613.22,61.11,72
"Gene:WBGene00022698","ZK353.2","unk",8.5,14.33,6.33,5
"Gene:WBGene00022699","ZK353.3","unk",0,0,2,0
"Gene:WBGene00022700","ZK353.4","ALG",0,0,3,9
"Gene:WBGene00022702","ZK353.7, cutc-1","CSR",158,193,111,144
"Gene:WBGene00022703","ZK353.8, ubxn-4","CSR",468,420,257,343
"Gene:WBGene00022704","ZK353.9","CSR",118,118,79,108
"Gene:WBGene00022705","ZK354.2","unk",30.5,29.42,19.5,26.53
"Gene:WBGene00022706","ZK354.3","ALG",5,5,37,46.5
"Gene:WBGene00022707","ZK354.6","ALG",0,0,2.5,5
"Gene:WBGene00022708","ZK354.7","ALG",1,1,12,8
"Gene:WBGene00022709","ZK354.8","ALG",0,2,1,5.5
"Gene:WBGene00022710","ZK354.9","unk",1.28,2.71,10.18,10.18
"Gene:WBGene00022711","ZK355.1, irld-63","unk",4.13,5.58,5.94,5.85
"Gene:WBGene00022712","ZK355.2","WAGO",565.5,659.5,18255,22391.5
"Gene:WBGene00022713","ZK355.3","unk",0,0,3,2
"Gene:WBGene00022714","ZK355.4, irld-64","unk",3,2,2,4
"Gene:WBGene00022715","ZK355.5, irld-65","unk",0.36,2.23,0.01,1.42
"Gene:WBGene00022716","ZK355.6, irld-66","unk",1.43,3.54,1.06,0.76
"Gene:WBGene00022717","ZK370.3, hipr-1","unk",887.5,1055.01,387,508.04
"Gene:WBGene00022718","ZK370.4","unk",953.15,1004.15,1086.6,1465.73
"Gene:WBGene00022719","ZK370.5, pdhk-2","ALG",354,330.5,325,389.5
"Gene:WBGene00022720","ZK370.6","unk",2.33,1,0.08,0
"Gene:WBGene00022721","ZK370.7, ugtp-1","WAGO",1307,1214,163,181.5
"Gene:WBGene00022722","ZK370.8, tomm-70","CSR",266,275,375.5,500
"Gene:WBGene00022723","ZK380.2","WAGO",2.54,1.07,0.27,0
"Gene:WBGene00022724","ZK380.4","unk",0,0,0,1
"Gene:WBGene00022725","ZK381.2","unk",1,1,0.33,0.15
"Gene:WBGene00022726","ZK381.3, nhr-249","WAGO",3959,4707,44,34
"Gene:WBGene00022727","ZK381.5, prkl-1","unk",24.19,37.41,7.27,22.69
"Gene:WBGene00022728","ZK402.1","ERGO",131.42,141.5,112.33,144.33
"Gene:WBGene00022729","ZK402.2","ERGO",536.5,649.5,884.33,1145.25
"Gene:WBGene00022730","ZK402.3","ERGO",4930.67,6064.83,7855.5,10063.92
"Gene:WBGene00022731","ZK402.5","ERGO",2483.58,3066.52,3764.08,4762.42
"Gene:WBGene00022732","ZK418.2","ALG",0,0,3,2
"Gene:WBGene00022733","ZK418.3, tmem-17","unk",4.5,5,6.33,8.12
"Gene:WBGene00022734","ZK418.5","CSR",153,141,168,187
"Gene:WBGene00022735","ZK418.6","unk",13,9,8.5,9
"Gene:WBGene00022736","ZK418.7","WAGO",826,881.5,13,17
"Gene:WBGene00022737","ZK418.8, tofu-7","CSR",300,340,208,318
"Gene:WBGene00022738","ZK418.9, fubl-2","CSR",1012,967,802,992
"Gene:WBGene00022739","ZK430.1, toe-1","CSR",3489,3466.11,2230.07,2842.26
"Gene:WBGene00022741","ZK430.5","unk",31.53,49.56,44.33,47.81
"Gene:WBGene00022742","ZK430.7","CSR",526.15,525.04,387,567.04
"Gene:WBGene00022743","ZK430.8, mlt-7","unk",4.53,7.11,4.97,3.38
"Gene:WBGene00022744","ZK470.1","unk",0,0.75,0.33,3
"Gene:WBGene00022745","ZK470.2","WAGO",189.19,229.07,30.18,35.73
"Gene:WBGene00022746","ZK470.4","unk",0,0,0,0.5
"Gene:WBGene00022747","ZK470.6","unk",0,0.5,0,0.83
"Gene:WBGene00022748","ZK484.1, oaz-1","CSR",96,111,29,79
"Gene:WBGene00022749","ZK484.3","WAGO",2094,2106,87,103
"Gene:WBGene00022750","ZK484.4, tres-1","unk",795.61,763.93,438.61,550.91
"Gene:WBGene00022751","ZK484.5, msrp-2","ALG",3.75,4.33,7.58,15
"Gene:WBGene00022752","ZK484.6","unk",19.14,54.67,15.5,18
